Name,Price,Category
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 3 Gang 28 Zoll, 57 cm, Freilauf /blau/","1.499,00 EUR",Hollandräder
"E-Hollandrad Avalon ""CARGO"" Alu Damen  transport 28 Zoll, 7 Gang, Rh 56cm, Rollerbrake 36 V / 13 Ah Batterie / 470 Wh /schw matt/","1.499,00 EUR",Hollandräder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 7 Gang 28 Zoll, 59 cm, 470Wh Freilauf /blau matt/","1.699,00 EUR",Hollandräder
"Alu Damen E Hollandrad Popal Daily Dutch ``Prestige`` 7 Gang 28 Zoll, 59 cm, 470Wh Freilauf /schw. matt/","1.699,00 EUR",Hollandräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 55 cm /blau/","269,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 55 cm /lavender/","299,00 EUR",Trekkingräder
"Herren Trekkingrad   Altec ``Metro`` 28 Zoll, 7 Gang,  Rh 56 cm /jeans/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 49 cm /frozen blau/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 55 cm /army/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 55 cm /terra/","299,00 EUR",Trekkingräder
"Herren Trekkingrad   Altec ``Metro`` 28 Zoll, 7 Gang,  Rh 50 cm /grau/","299,00 EUR",Trekkingräder
"Herren Trekkingrad   Altec ``Metro`` 28 Zoll, 7 Gang,  Rh 56 cm /grau/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 55 cm /grau metalik/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 55 cm /schwarz/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 49 cm /schwarz/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 49 cm /terra/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 49 cm /grau metalik/","299,00 EUR",Trekkingräder
"Herren Trekkingrad   Altec ``Metro`` 28 Zoll, 7 Gang,  Rh 56 cm /schw-matt/","299,00 EUR",Trekkingräder
"Herren Trekkingrad   Altec ``Metro`` 28 Zoll, 7 Gang,  Rh 56 cm /army/","299,00 EUR",Trekkingräder
"Damen Trekkingrad ALTEC ``Metro`` 28Zoll, 7 Gang, 55 cm /sky blau/","299,00 EUR",Trekkingräder
Green's Robin 20 Zoll 3-G Nexus,"349,95 EUR",Trekkingräder
Green's Lilli 20 Zoll 3-G Nexus,"349,95 EUR",Trekkingräder
Green's Robin 24 Zoll 3-G Nexus,"349,95 EUR",Trekkingräder
Green's Lilli 20 Zoll 3-G Nexus,"369,00 EUR",Trekkingräder
"Herren Trekkingrad   Altec ``Metro`` 28 Zoll, 7 Gang,  Rh 50 cm /schw-matt/","369,00 EUR",Trekkingräder
Green's Robin 20 Zoll 3-G Nexus,"369,00 EUR",Trekkingräder
Green's Robin 24 Zoll 3-G Nexus,"399,00 EUR",Trekkingräder
Green's Lilli 24 Zoll 3-G Nexus,"399,00 EUR",Trekkingräder
Green's Devon 7-G Tourney,"399,00 EUR",Trekkingräder
Green's Lilli 24 Zoll 3-G Nexus,"399,00 EUR",Trekkingräder
Green's Devon 21-G Tourney,"399,00 EUR",Trekkingräder
Green's Cromer 3-G Nexus,"419,00 EUR",Trekkingräder
Green's Wembley Herren 21-G Tourney,"429,00 EUR",Trekkingräder
Green's Wembley Herren 21-G Tourney,"429,00 EUR",Trekkingräder
Green's Essex Wave 3-G Nexus,"429,00 EUR",Trekkingräder
Green's Essex Wave 3-G Nexus,"429,00 EUR",Trekkingräder
Green's Essex Wave 3-G Nexus,"429,00 EUR",Trekkingräder
Green's Wembley  Herren 21-G Tourney,"429,00 EUR",Trekkingräder
Green's Wembley Herren 21-G Tourney,"429,00 EUR",Trekkingräder
Green's Essex Wave 3-G Nexus,"429,00 EUR",Trekkingräder
Green's Essex Wave 3-G Nexus,"429,00 EUR",Trekkingräder
Green's Essex Wave 3-G Nexus,"429,00 EUR",Trekkingräder
Green's Cromer 3-G Nexus,"429,95 EUR",Trekkingräder
Green's Cromer 3-G Nexus,"429,95 EUR",Trekkingräder
Green's Wembley Damen 3-G Nexus,"429,95 EUR",Trekkingräder
Green's Wembley Damen 3-G Nexus,"429,95 EUR",Trekkingräder
Green's Wembley Trapez 3-G Nexus,"449,00 EUR",Trekkingräder
Green's Wembley Trapez 3-G Nexus,"449,00 EUR",Trekkingräder
Green's Chelsea Herren 21-G Acera,"469,95 EUR",Trekkingräder
Green's Chelsea Herren 21-G Acera,"469,95 EUR",Trekkingräder
Green's Chelsea Damen 21-G Acera,"469,95 EUR",Trekkingräder
Green's Chelsea Herren 21-G Acera,"469,95 EUR",Trekkingräder
Green's Chelsea Damen 21-G Acera,"469,95 EUR",Trekkingräder
Green's Chelsea Wave 7-G Nexus,"479,95 EUR",Trekkingräder
Green's Chelsea Damen 7-G Nexus,"479,95 EUR",Trekkingräder
Green's Chelsea Wave 7-G Nexus,"479,95 EUR",Trekkingräder
Green's Chelsea Damen 7-G Nexus,"479,95 EUR",Trekkingräder
Green's Wembley Damen 7-G Nexus,"489,95 EUR",Trekkingräder
Green's Dundee Herren 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Herren 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Damen 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Herren 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Damen 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Damen 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Wembley Damen 7-G Nexus,"489,95 EUR",Trekkingräder
Green's Dundee Herren 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Damen 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Herren 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Dundee Herren 21-G Tourney,"489,95 EUR",Trekkingräder
Green's Essex Wave 7-G Nexus,"499,00 EUR",Trekkingräder
Green's Essex Wave 7-G Nexus,"499,00 EUR",Trekkingräder
Green's Essex Wave 7-G Nexus,"499,00 EUR",Trekkingräder
Green's Swansea Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Swansea Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"499,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"499,95 EUR",Trekkingräder
Green's Retro Herren 3-G Nexus,"499,95 EUR",Trekkingräder
Green's Retro Herren 3-G Nexus,"499,95 EUR",Trekkingräder
"Green's Retro Wave 3-G Nexus 26""","499,95 EUR",Trekkingräder
Green's Halifax Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Halifax Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Halifax Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Swansea Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"499,95 EUR",Trekkingräder
Green's Retro Herren 3-G Nexus,"499,95 EUR",Trekkingräder
Green's Retro Herren 3-G Nexus,"499,95 EUR",Trekkingräder
Green's Halifax Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Halifax Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Halifax Wave 7-G Nexus,"499,95 EUR",Trekkingräder
Green's Wembley Herren 7-G Nexus,"519,00 EUR",Trekkingräder
Green's Wembley Herren 7-G Nexus,"519,00 EUR",Trekkingräder
Green's Wembley Trapez 7-G Nexus,"519,00 EUR",Trekkingräder
Green's Wembley Herren 7-G Nexus,"519,00 EUR",Trekkingräder
Green's Wembley Herren 7-G Nexus,"519,00 EUR",Trekkingräder
Green's Wembley Trapez 7-G Nexus,"519,00 EUR",Trekkingräder
Green's Edinburgh Tiefeinsteiger 3-G Nexus,"519,00 EUR",Trekkingräder
Green´s Dundee 52 black matt,"529,95 EUR",Trekkingräder
Green's Leicester 27.5'' 21-G Tourney,"529,95 EUR",Trekkingräder
Green's Leicester 27.5'' 21-G Tourney,"529,95 EUR",Trekkingräder
Green's Leicester 29'' 21-G Tourney,"529,95 EUR",Trekkingräder
Green's Leicester 29'' 21-G Tourney,"529,95 EUR",Trekkingräder
Green's Dundee Herren 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Dundee Herren 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Dundee Damen 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Dundee Damen 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green´s Dundee 52 black matt,"529,95 EUR",Trekkingräder
Green's Leicester 27.5'' 21-G Tourney,"529,95 EUR",Trekkingräder
Green's Leicester 29'' 21-G Tourney,"529,95 EUR",Trekkingräder
Green's Dundee Herren 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Dundee Damen 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Dundee Herren 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Dundee Herren 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Dundee Damen 7-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Retro Wave 3-G Nexus,"529,95 EUR",Trekkingräder
Green's Chelsea Herren 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Chelsea Trapez 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Chelsea Wave 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Swansea Curve 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Swansea Curve 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Chelsea Herren 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Chelsea Herren 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Chelsea Wave 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Chelsea Trapez 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Swansea Curve 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Swansea Curve 7-G Nexus,"549,00 EUR",Trekkingräder
Green's Swansea Curve  7-G Nexus,"549,00 EUR",Trekkingräder
Green's Swansea Curve  7-G Nexus,"549,00 EUR",Trekkingräder
Green's Leicester 27.5'' 21-G Tourney,"569,00 EUR",Trekkingräder
Green's Leicester 29'' 21-G Tourney,"569,00 EUR",Trekkingräder
Green's Leicester 27.5'' 21-G Tourney,"569,00 EUR",Trekkingräder
Green's Leicester 27.5'' 21-G Tourney,"569,00 EUR",Trekkingräder
Green's Leicester 29'' 21-G Tourney,"569,00 EUR",Trekkingräder
Green's Leicester 29'' 21-G Tourney,"569,00 EUR",Trekkingräder
Green's Paisley Wave 3-G Nexus,"569,95 EUR",Trekkingräder
Green's Paisley Wave 3-G Nexus,"569,95 EUR",Trekkingräder
Green's Barry Herren 8-G Altus,"579,00 EUR",Trekkingräder
Green's Barry Curve 8-G Altus,"579,00 EUR",Trekkingräder
Green's Barry Trapez 8-G Altus,"579,00 EUR",Trekkingräder
Green's Barry Herren 8-G Altus,"579,00 EUR",Trekkingräder
Green's Barry Curve 8-G Altus,"579,00 EUR",Trekkingräder
Green's Barry Herren 8-G Altus,"579,00 EUR",Trekkingräder
Green's Barry Trapez  8-G Altus,"579,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"599,00 EUR",Trekkingräder
Batavus Old Dutch  Damen 3-G Nexus,"599,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"599,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"599,00 EUR",Trekkingräder
Batavus Old Dutch  Damen 3-G Nexus,"599,00 EUR",Trekkingräder
Green's Fulham 27.5'' 24-G Altus,"599,95 EUR",Trekkingräder
Green's Fulham 29'' 24-G Altus,"599,95 EUR",Trekkingräder
Green's Fulham 29'' 24-G Altus,"599,95 EUR",Trekkingräder
Green's Kensington Damen 24-G Acera,"599,95 EUR",Trekkingräder
Green's Kensington Damen 24-G Acera,"599,95 EUR",Trekkingräder
Green's Fulham 27.5'' 24-G Altus,"599,95 EUR",Trekkingräder
Green's Fulham 27.5'' 24-G Altus,"599,95 EUR",Trekkingräder
Green's Fulham 29'' 24-G Altus,"599,95 EUR",Trekkingräder
Green's Kensington Damen 24-G Acera,"599,95 EUR",Trekkingräder
Green's Liverpool Herren 7-G Nexus,"619,00 EUR",Trekkingräder
Green's Liverpool Mono 7-G Nexus,"619,00 EUR",Trekkingräder
Green's Liverpool Curve 7-G Nexus,"619,00 EUR",Trekkingräder
Green's Liverpool Herren 7-G Nexus,"619,00 EUR",Trekkingräder
Green's Liverpool Herren 7-G Nexus,"619,00 EUR",Trekkingräder
Green's Liverpool Mono 7-G Nexus,"619,00 EUR",Trekkingräder
Green's Liverpool Curve 7-G Nexus,"619,00 EUR",Trekkingräder
Green's Fulham 27.5'' 24-G Altus,"629,00 EUR",Trekkingräder
Green's Fulham 27.5'' 24-G Altus,"629,00 EUR",Trekkingräder
Green's Fulham 29'' 24-G Altus,"629,00 EUR",Trekkingräder
Green's Kensington Herren 24-G Acera,"629,00 EUR",Trekkingräder
Green's Kensington Herren 24-G Acera,"629,00 EUR",Trekkingräder
Green's Kensington Damen 24-G Acera,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Barry Trapez 7-G Nexus FL,"629,00 EUR",Trekkingräder
Green's Barry Herren 7-G Nexus FL,"629,00 EUR",Trekkingräder
Green's Barry Herren 7-G Nexus FL,"629,00 EUR",Trekkingräder
Green's Fulham 29'' 24-G Altus,"629,00 EUR",Trekkingräder
Green's Fulham 27.5'' 24-G Altus,"629,00 EUR",Trekkingräder
Green's Fulham 29'' 24-G Altus,"629,00 EUR",Trekkingräder
Green's Kensington Herren 24-G Acera,"629,00 EUR",Trekkingräder
Green's Kensington Damen 24-G Acera,"629,00 EUR",Trekkingräder
Green's Kensington Damen 24-G Acera,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Retro Wave 7-G Nexus,"629,00 EUR",Trekkingräder
Green's Barry Trapez 7-G Nexus FL,"629,00 EUR",Trekkingräder
Green's Barry Herren 7-G Nexus FL,"629,00 EUR",Trekkingräder
Green's Eton Herren 3-G Nexus,"629,95 EUR",Trekkingräder
Green's Eton Damen 3-G Nexus,"629,95 EUR",Trekkingräder
Green's Eton Herren 3-G Nexus,"629,95 EUR",Trekkingräder
Green's Eton Damen 3-G Nexus,"629,95 EUR",Trekkingräder
Batavus Dinsdag Sport 8 Damen 8-G Altus,"749,00 EUR",Trekkingräder
Batavus Escala Damen 8-G Nexus,"799,00 EUR",Trekkingräder
Batavus Escala Damen 8-G Nexus,"799,00 EUR",Trekkingräder
Batavus Escala Damen 8-G Nexus,"799,00 EUR",Trekkingräder
Batavus Old Dutch Deluxe Damen 7-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Herren 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Herren 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve  8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve  8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve 8-G Nexus,"799,00 EUR",Trekkingräder
Batavus Escala Damen 8-G Nexus,"799,00 EUR",Trekkingräder
Batavus Escala Damen 8-G Nexus,"799,00 EUR",Trekkingräder
Batavus Old Dutch Deluxe Damen 7-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Herren 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve  8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve  8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Mono 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve 8-G Nexus,"799,00 EUR",Trekkingräder
Green's Royal Ascot Curve  8-G Nexus,"799,00 EUR",Trekkingräder
Green's Blackness Herren 27-G Alivio,"849,00 EUR",Trekkingräder
Green's Chester Herren 8-G Nexus,"849,00 EUR",Trekkingräder
Green's Blackness Damen 27-G Alivio,"849,00 EUR",Trekkingräder
Green's Blackness Herren 27-G Alivio,"849,00 EUR",Trekkingräder
Green's Blackness Damen 27-G Alivio,"849,00 EUR",Trekkingräder
Green's Chester Herren 8-G Nexus,"849,00 EUR",Trekkingräder
BATAVUS FUEGO HE. NEXUS-8 57 RÜCKTRITT SILBER/GRAU E4243,"899,00 EUR",Trekkingräder
Batavus Escala Shopping Damen 8-G Nexus,"899,00 EUR",Trekkingräder
Batavus Escala Shopping Damen 8-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen Tief 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen Tief 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo LTD Wave 7-G Nexus,"899,00 EUR",Trekkingräder
Green's Somerset Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Green's Somerset Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Green's Somerset Wave 7-G Nexus,"899,00 EUR",Trekkingräder
Green's Somerset Wave 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Escala Shopping Herren 8-G Nexus,"899,00 EUR",Trekkingräder
Batavus Escala Shopping Damen 8-G Nexus,"899,00 EUR",Trekkingräder
Batavus Escala Shopping Herren 8-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus PACKD Plus Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen Tief 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen Tief 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo Damen Tief 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Quip Extra Cargo LTD Wave 7-G Nexus,"899,00 EUR",Trekkingräder
Green's Somerset Herren 7-G Nexus,"899,00 EUR",Trekkingräder
Green's Somerset Wave 7-G Nexus,"899,00 EUR",Trekkingräder
Batavus Suave Herren 10-G Deore,"949,00 EUR",Trekkingräder
Batavus Dinsdag Sport 30 Herren 30-G Deore,"949,00 EUR",Trekkingräder
Batavus Dinsdag Sport 30 Herren 30-G Deore,"949,00 EUR",Trekkingräder
Batavus Dinsdag Sport 30 Damen 30-G Deore,"949,00 EUR",Trekkingräder
Batavus Finez Wave 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Finez Damen 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Finez Wave 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Finez Wave 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Suave Damen 10-G Deore,"949,00 EUR",Trekkingräder
Batavus Suave Damen 10-G Deore,"949,00 EUR",Trekkingräder
Batavus Suave Herren 10-G Deore,"949,00 EUR",Trekkingräder
Batavus Dinsdag Sport 30 Damen 30-G Deore,"949,00 EUR",Trekkingräder
Batavus Dinsdag Sport 30 Herren 30-G Deore,"949,00 EUR",Trekkingräder
Batavus Dinsdag Sport 30 Damen 30-G Deore,"949,00 EUR",Trekkingräder
Batavus Finez Wave 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Finez Wave 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Finez Damen 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Finez Damen 7-G Nexus,"949,00 EUR",Trekkingräder
Batavus Finez Wave 7-G Nexus,"949,00 EUR",Trekkingräder
Green's Colchester Herren 30-G XT,"999,00 EUR",Trekkingräder
Green's Colchester Herren 30-G XT,"999,00 EUR",Trekkingräder
Green's Colchester Damen 30-G XT,"999,00 EUR",Trekkingräder
Green's Colchester Herren 30-G XT,"999,00 EUR",Trekkingräder
Green's Colchester Damen 30-G XT,"999,00 EUR",Trekkingräder
Batavus Comodo Sport Damen 30-G Deore,"1.099,00 EUR",Trekkingräder
Batavus Comodo Sport Damen 30-G Deore,"1.099,00 EUR",Trekkingräder
Batavus Comodo Sport Herren 30-G Deore,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive He. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive He. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive He. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive Da. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Green's Leeds Herren 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Green's Leeds Damen 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Green's Chester plus Herren 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Green's Chester plus Damen 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Batavus Comodo Sport Damen 30-G Deore,"1.099,00 EUR",Trekkingräder
Batavus Comodo Sport Herren 30-G Deore,"1.099,00 EUR",Trekkingräder
Batavus Comodo Sport Damen 30-G Deore,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive He. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive Da. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive Da. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Batavus Dinsdag Exclusive Da. 7-G Nexus Be,"1.099,00 EUR",Trekkingräder
Green's Leeds Herren 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Green's Leeds Damen 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Green's Chester plus Damen 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Green's Chester plus Herren 8-G Nexus Belt,"1.099,00 EUR",Trekkingräder
Batavus Sonido Damen 8-G Alfine Belt,"1.199,00 EUR",Trekkingräder
Batavus Sonido Herren 8-G Alfine Belt,"1.199,00 EUR",Trekkingräder
Batavus Sonido Damen 8-G Alfine Belt,"1.199,00 EUR",Trekkingräder
Batavus Sonido Damen 8-G Alfine Belt,"1.199,00 EUR",Trekkingräder
Batavus Sonido Herren 8-G Alfine Belt,"1.199,00 EUR",Trekkingräder
Batavus Sonido Herren 8-G Alfine Belt,"1.199,00 EUR",Trekkingräder
Batavus Comodo Herren 8-G Nexus Belt,"1.299,00 EUR",Trekkingräder
Batavus Comodo Damen 8-G Nexus Belt,"1.299,00 EUR",Trekkingräder
Batavus Comodo Damen 8-G Nexus Belt,"1.299,00 EUR",Trekkingräder
Batavus Comodo Herren 8-G Nexus Belt,"1.299,00 EUR",Trekkingräder
Batavus Comodo Damen 8-G Nexus Belt,"1.299,00 EUR",Trekkingräder
Batavus Comodo Herren 8-G Nexus Belt,"1.299,00 EUR",Trekkingräder
Batavus Suerte Damen 11-G Alfine Belt,"1.399,00 EUR",Trekkingräder
Batavus Suerte Damen 11-G Alfine Belt,"1.399,00 EUR",Trekkingräder
Batavus Suerte Herren 11-G Alfine Belt,"1.399,00 EUR",Trekkingräder
Batavus Suerte Damen 11-G Alfine Belt,"1.399,00 EUR",Trekkingräder
Batavus Suerte Herren 11-G Alfine Belt,"1.399,00 EUR",Trekkingräder
"Faltrad  Klapprad E-Bike 20 Zoll Elisabeth ""Express"" Schimano 7 Gang  36V  8,7 Ah 313 Wh /schwarz/","999,00 EUR",E-Räder
"Faltrad Klapprad E-Bike 16 Zoll ""Bimas"" Schimano 6 Gang Schwarz - Batterie Li-ION 36V  7,5 Ah 270 Wh /schwarz/","999,00 EUR",E-Räder
"E-Bike NCM ""Prague"" , 36V 13Ah 468Wh, 29"" weiß","1.199,00 EUR",E-Räder
"Faltrad  Klapprad E-Bike 20 Zoll Popal ""E-Folt1.0"" Schimano 6 Gang /weiß/","1.199,00 EUR",E-Räder
